club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
1041,olympique-lyon,Olympique Lyon,FR1,275.0,29,25.7,18,62.1,13,Groupama Stadium,59186,+£36.00m,Peter Bosz,https://www.transfermarkt.co.uk/olympique-lyon/startseite/verein/1041
417,ogc-nizza,Ogc Nizza,FR1,212.45,27,24.2,18,66.7,8,Allianz Riviera,36178,£-22.32m,Christophe Galtier,https://www.transfermarkt.co.uk/ogc-nizza/startseite/verein/417
6912,fc-vizela,Fc Vizela,PO1,10.62,23,27.1,13,56.5,0,Estádio do Vizela,6565,+£118Th.,Álvaro Pacheco,https://www.transfermarkt.co.uk/fc-vizela/startseite/verein/6912
8024,fc-arouca,Fc Arouca,PO1,11.57,30,27.0,23,76.7,5,Estádio Municipal de Arouca,5000,+-0,Armando Evangelista,https://www.transfermarkt.co.uk/fc-arouca/startseite/verein/8024
162,as-monaco,As Monaco,FR1,319.23,29,24.5,29,100.0,9,Stade Louis-II,18523,£-2.93m,Niko Kovac,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162
2698,rubin-kazan,Rubin Kazan,RU1,63.68,23,25.9,9,39.1,8,Ak Bars Arena,45379,£-1.88m,Leonid Slutski,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
1301,cs-maritimo,Cs Maritimo,PO1,16.13,29,26.4,18,62.1,2,Estádio do Marítimo,10932,+-0,Vasco Seabra,https://www.transfermarkt.co.uk/cs-maritimo/startseite/verein/1301
2503,boavista-porto-fc,Boavista Porto Fc,PO1,16.94,27,25.2,16,59.3,8,Estádio do Bessa Sec. XXI,28263,£-6.62m,Petit,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
979,moreirense-fc,Moreirense Fc,PO1,17.98,27,26.3,17,63.0,3,E. C. J. de Almeida Freitas,6153,+-0,Lito Vidigal,https://www.transfermarkt.co.uk/moreirense-fc/startseite/verein/979
2995,fc-pacos-de-ferreira,Fc Pacos De Ferreira,PO1,18.27,29,25.3,14,48.3,2,Estádio Capital do Móvel,9200,+-0,César Peixoto,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
2423,cd-santa-clara,Cd Santa Clara,PO1,18.41,28,26.8,17,60.7,3,Estádio de São Miguel,15000,+£4.37m,Clemente,https://www.transfermarkt.co.uk/cd-santa-clara/startseite/verein/2423
3911,stade-brest-29,Stade Brest 29,FR1,81.32,26,25.4,7,26.9,4,Stade Francis-Le Blé,15097,+£3.33m,Michel Der Zakarian,https://www.transfermarkt.co.uk/stade-brest-29/startseite/verein/3911
1465,gd-estoril-praia,Gd Estoril Praia,PO1,19.46,26,24.7,13,50.0,2,Estádio António Coimbra da Mota,8000,+£1.35m,Bruno Pinheiro,https://www.transfermarkt.co.uk/gd-estoril-praia/startseite/verein/1465
2424,gil-vicente-fc,Gil Vicente Fc,PO1,12.02,30,25.3,21,70.0,2,Estádio Municipal de Barcelos,12504,+£1.80m,Ricardo Soares,https://www.transfermarkt.co.uk/gil-vicente-fc/startseite/verein/2424
2420,vitoria-guimaraes-sc,Vitoria Guimaraes Sc,PO1,47.66,29,24.9,12,41.4,2,Estádio D. Afonso Henriques,29865,£-2.43m,Pêpa,https://www.transfermarkt.co.uk/vitoria-guimaraes-sc/startseite/verein/2420
7179,cd-tondela,Cd Tondela,PO1,18.9,25,24.9,15,60.0,3,Estádio João Cardoso,5000,£-162Th.,Pako Ayestarán,https://www.transfermarkt.co.uk/cd-tondela/startseite/verein/7179
273,fc-stade-rennes,Fc Stade Rennes,FR1,197.28,28,23.8,10,35.7,7,Roazhon Park,29778,£-30.47m,Bruno Génésio,https://www.transfermarkt.co.uk/fc-stade-rennes/startseite/verein/273
1075,sc-braga,Sc Braga,PO1,107.24,28,25.7,13,46.4,2,Estádio Municipal de Braga,30286,+£14.82m,Carlos Carvalhal,https://www.transfermarkt.co.uk/sc-braga/startseite/verein/1075
3329,fc-famalicao,Fc Famalicao,PO1,30.8,26,23.7,15,57.7,0,Estádio Municipal de Famalicão,5300,+£5.31m,Rui Pedro Silva,https://www.transfermarkt.co.uk/fc-famalicao/startseite/verein/3329
7378,portimonense-sc,Portimonense Sc,PO1,19.76,27,25.6,22,81.5,6,Portimonense Estádio,6000,+£2.52m,Paulo Sérgio,https://www.transfermarkt.co.uk/portimonense-sc/startseite/verein/7378
3,1-fc-koln,1 Fc Koln,L1,73.31,29,25.6,11,37.9,6,RheinEnergieStadion,50000,+£19.58m,Steffen Baumgart,https://www.transfermarkt.co.uk/1-fc-koln/startseite/verein/3
167,fc-augsburg,Fc Augsburg,L1,83.79,28,26.3,17,60.7,8,WWK ARENA,30660,+£4.59m,Markus Weinzierl,https://www.transfermarkt.co.uk/fc-augsburg/startseite/verein/167
294,benfica-lissabon,Benfica Lissabon,PO1,252.9,29,27.0,19,65.5,14,Estádio da Luz,65000,+£21.60m,Jorge Jesus,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294
667,rc-strassburg-alsace,Rc Strassburg Alsace,FR1,87.03,24,26.8,11,45.8,6,Stade de la Meinau,29000,+£11.70m,Julien Stéphan,https://www.transfermarkt.co.uk/rc-strassburg-alsace/startseite/verein/667
2457,belenenses-sad,Belenenses Sad,PO1,14.47,26,24.6,12,46.2,2,Estádio Nacional do Jamor,37593,+£1.13m,Filipe Cândido,https://www.transfermarkt.co.uk/belenenses-sad/startseite/verein/2457
39,1-fsv-mainz-05,1 Fsv Mainz 05,L1,95.58,25,25.8,13,52.0,6,Mewa Arena,33305,+£405Th.,Bo Svensson,https://www.transfermarkt.co.uk/1-fsv-mainz-05/startseite/verein/39
44,hertha-bsc,Hertha Bsc,L1,110.43,29,26.3,15,51.7,5,Olympiastadion Berlin,74649,+£20.61m,Tayfun Korkut,https://www.transfermarkt.co.uk/hertha-bsc/startseite/verein/44
533,tsg-1899-hoffenheim,Tsg 1899 Hoffenheim,L1,182.3,33,25.8,20,60.6,14,PreZero Arena,30150,+£495Th.,Sebastian Hoeneß,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim/startseite/verein/533
18,borussia-monchengladbach,Borussia Monchengladbach,L1,244.35,28,25.7,15,53.6,12,Stadion im Borussia-Park,54022,£-10.26m,Adi Hütter,https://www.transfermarkt.co.uk/borussia-monchengladbach/startseite/verein/18
720,fc-porto,Fc Porto,PO1,239.27,27,26.7,15,55.6,13,Estádio do Dragão,50399,£-3.11m,Sérgio Conceição,https://www.transfermarkt.co.uk/fc-porto/startseite/verein/720
79,vfb-stuttgart,Vfb Stuttgart,L1,156.78,34,23.4,19,55.9,5,Mercedes-Benz Arena,60449,+£21.51m,Pellegrino Matarazzo,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79
23826,rasenballsport-leipzig,Rasenballsport Leipzig,L1,447.8,30,24.0,22,73.3,15,Red Bull Arena,47069,+£3.94m,Domenico Tedesco,https://www.transfermarkt.co.uk/rasenballsport-leipzig/startseite/verein/23826
16,borussia-dortmund,Borussia Dortmund,L1,543.42,34,24.8,18,52.9,16,SIGNAL IDUNA PARK,81365,+£56.48m,Marco Rose,https://www.transfermarkt.co.uk/borussia-dortmund/startseite/verein/16
15,bayer-04-leverkusen,Bayer 04 Leverkusen,L1,348.71,28,24.7,20,71.4,14,BayArena,30210,£-9.77m,Gerardo Seoane,https://www.transfermarkt.co.uk/bayer-04-leverkusen/startseite/verein/15
82,vfl-wolfsburg,Vfl Wolfsburg,L1,257.42,32,25.4,21,65.6,11,Volkswagen Arena,30000,£-45.14m,Florian Kohfeldt,https://www.transfermarkt.co.uk/vfl-wolfsburg/startseite/verein/82
40,fc-girondins-bordeaux,Fc Girondins Bordeaux,FR1,83.84,30,25.4,17,56.7,9,Matmut Atlantique,42052,+£5.45m,Vladimir Petkovic,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
24,eintracht-frankfurt,Eintracht Frankfurt,L1,180.41,32,25.7,21,65.6,13,Deutsche Bank Park,51500,+£17.69m,Oliver Glasner,https://www.transfermarkt.co.uk/eintracht-frankfurt/startseite/verein/24
60,sc-freiburg,Sc Freiburg,L1,118.94,27,25.3,9,33.3,8,Europa-Park Stadion,34700,+£4.41m,Christian Streich,https://www.transfermarkt.co.uk/sc-freiburg/startseite/verein/60
336,sporting-lissabon,Sporting Lissabon,PO1,178.38,24,25.8,10,41.7,9,Estádio José Alvalade XXI,50080,+£513Th.,Rúben Amorim,https://www.transfermarkt.co.uk/sporting-lissabon/startseite/verein/336
