club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
206,brondby-if,Brondby If,DK1,23.9,30,24.4,12,40.0,4,Brøndby Stadion,28000,+£3.11m,Niels Frederiksen,https://www.transfermarkt.co.uk/brondby-if/startseite/verein/206
865,fc-midtjylland,Fc Midtjylland,DK1,42.3,30,23.5,15,50.0,7,MCH Arena,11535,+£13.17m,Bo Henriksen,https://www.transfermarkt.co.uk/fc-midtjylland/startseite/verein/865
6890,istanbul-basaksehir-fk,Istanbul Basaksehir Fk,TR1,39.11,28,28.1,13,46.4,6,Başakşehir Fatih Terim,17156,£-630Th.,Emre Belözoglu,https://www.transfermarkt.co.uk/istanbul-basaksehir-fk/startseite/verein/6890
2759,ross-county-fc,Ross County Fc,SC1,5.0,23,25.1,14,60.9,2,Global Energy Stadium,6541,+-0,Malky Mackay,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759
511,dundee-fc,Dundee Fc,SC1,6.05,22,27.9,8,36.4,0,Kilmac Stadium at Dens Park,11850,+-0,James McPake,https://www.transfermarkt.co.uk/dundee-fc/startseite/verein/511
1241,livingston-fc,Livingston Fc,SC1,7.31,27,26.7,13,48.1,1,Tony Macaroni Arena,9512,+-0,David Martindale,https://www.transfermarkt.co.uk/livingston-fc/startseite/verein/1241
987,motherwell-fc,Motherwell Fc,SC1,7.43,26,26.6,15,57.7,5,Fir Park,13750,+-0,Graham Alexander,https://www.transfermarkt.co.uk/motherwell-fc/startseite/verein/987
465,st-mirren-fc,St Mirren Fc,SC1,7.67,24,26.4,13,54.2,1,The SMISA Stadium,8023,+-0,Jim Goodwin,https://www.transfermarkt.co.uk/st-mirren-fc/startseite/verein/465
2578,st-johnstone-fc,St Johnstone Fc,SC1,8.15,25,27.4,10,40.0,2,McDiarmid Park,10696,+£1.89m,Callum Davidson,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578
1519,dundee-united-fc,Dundee United Fc,SC1,8.69,29,25.1,12,41.4,3,Tannadice Park,14223,+£747Th.,Tam Courts,https://www.transfermarkt.co.uk/dundee-united-fc/startseite/verein/1519
43,heart-of-midlothian-fc,Heart Of Midlothian Fc,SC1,10.94,23,26.6,11,47.8,5,Tynecastle Park,20099,+-0,Robbie Neilson,https://www.transfermarkt.co.uk/heart-of-midlothian-fc/startseite/verein/43
370,aberdeen-fc,Aberdeen Fc,SC1,16.43,26,27.4,14,53.8,5,Pittodrie Stadium,22199,£-205Th.,Stephen Glass,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370
903,hibernian-fc,Hibernian Fc,SC1,17.46,26,26.7,9,34.6,5,Easter Road Stadium,20250,+£241Th.,Shaun Maloney,https://www.transfermarkt.co.uk/hibernian-fc/startseite/verein/903
371,celtic-glasgow,Celtic Glasgow,SC1,58.95,32,25.1,21,65.6,15,Celtic Park,60832,+£13.79m,Ange Postecoglou,https://www.transfermarkt.co.uk/celtic-glasgow/startseite/verein/371
190,fc-kopenhagen,Fc Kopenhagen,DK1,42.66,27,25.4,17,63.0,13,Parken,38065,+£5.97m,Jess Thorup,https://www.transfermarkt.co.uk/fc-kopenhagen/startseite/verein/190
1148,fc-brentford,Fc Brentford,GB1,179.06,30,24.9,25,83.3,10,Brentford Community Stadium,18250,£-32.13m,Thomas Frank,https://www.transfermarkt.co.uk/fc-brentford/startseite/verein/1148
762,newcastle-united,Newcastle United,GB1,220.86,25,28.5,14,56.0,8,St James' Park,52338,£-26.46m,Eddie Howe,https://www.transfermarkt.co.uk/newcastle-united/startseite/verein/762
141,galatasaray-istanbul,Galatasaray Istanbul,TR1,98.73,31,26.9,15,48.4,19,Ali Sami Yen Spor Kompleksi NEF Stadyumu,52223,£-22.32m,Fatih Terim,https://www.transfermarkt.co.uk/galatasaray-istanbul/startseite/verein/141
2778,fc-nordsjaelland,Fc Nordsjaelland,DK1,21.56,28,20.9,16,57.1,0,Right to Dream Park,10300,+£15.12m,Flemming Pedersen,https://www.transfermarkt.co.uk/fc-nordsjaelland/startseite/verein/2778
1177,silkeborg-if,Silkeborg If,DK1,8.19,30,23.6,5,16.7,2,JYSK Park,10000,+-0,Kent Nielsen,https://www.transfermarkt.co.uk/silkeborg-if/startseite/verein/1177
1237,brighton-amp-hove-albion,Brighton Amp Hove Albion,GB1,231.3,26,26.0,16,61.5,8,AMEX Stadium,31800,+£7.02m,Graham Potter,https://www.transfermarkt.co.uk/brighton-amp-hove-albion/startseite/verein/1237
55686,metalist-1925-kharkiv,Metalist 1925 Kharkiv,UKR1,8.1,28,26.9,5,17.9,1,OSK Metalist,40003,+-0,Valeriy Kryventsov,https://www.transfermarkt.co.uk/metalist-1925-kharkiv/startseite/verein/55686
543,wolverhampton-wanderers,Wolverhampton Wanderers,GB1,345.69,24,26.5,21,87.5,13,Molineux Stadium,32050,£-720Th.,Bruno Lage,https://www.transfermarkt.co.uk/wolverhampton-wanderers/startseite/verein/543
405,aston-villa,Aston Villa,GB1,371.79,25,25.7,11,44.0,10,Villa Park,42682,+£24.46m,Steven Gerrard,https://www.transfermarkt.co.uk/aston-villa/startseite/verein/405
29,fc-everton,Fc Everton,GB1,385.88,26,28.0,13,50.0,9,Goodison Park,39571,+£12.60m,Rafael Benítez,https://www.transfermarkt.co.uk/fc-everton/startseite/verein/29
873,crystal-palace,Crystal Palace,GB1,224.51,26,27.7,14,53.8,7,Selhurst Park,26047,£-66.09m,Patrick Vieira,https://www.transfermarkt.co.uk/crystal-palace/startseite/verein/873
11,fc-arsenal,Fc Arsenal,GB1,507.15,26,25.5,17,65.4,17,Emirates Stadium,60704,£-121.23m,Mikel Arteta,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11
148,tottenham-hotspur,Tottenham Hotspur,GB1,627.53,25,25.6,16,64.0,17,Tottenham Hotspur Stadium,62062,£-30.78m,Antonio Conte,https://www.transfermarkt.co.uk/tottenham-hotspur/startseite/verein/148
173,odense-boldklub,Odense Boldklub,DK1,9.18,28,24.8,10,35.7,2,Nature Energy Park,15790,+£2.70m,Andreas Alm,https://www.transfermarkt.co.uk/odense-boldklub/startseite/verein/173
631,fc-chelsea,Fc Chelsea,GB1,802.35,27,27.0,18,66.7,17,Stamford Bridge,40853,+£1.76m,Thomas Tuchel,https://www.transfermarkt.co.uk/fc-chelsea/startseite/verein/631
281,manchester-city,Manchester City,GB1,970.02,24,27.1,17,70.8,19,Etihad Stadium,55017,£-79.83m,Pep Guardiola,https://www.transfermarkt.co.uk/manchester-city/startseite/verein/281
379,west-ham-united,West Ham United,GB1,318.83,24,29.0,16,66.7,12,London Stadium,60000,£-64.35m,David Moyes,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
399,leeds-united,Leeds United,GB1,232.83,25,24.9,15,60.0,11,Elland Road,37890,£-53.01m,Marcelo Bielsa,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399
31,fc-liverpool,Fc Liverpool,GB1,779.85,27,27.2,19,70.4,17,Anfield,54074,£-11.25m,Jürgen Klopp,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31
367,rayo-vallecano,Rayo Vallecano,ES1,48.24,27,27.6,13,48.1,4,Campo de Fútbol de Vallecas,15105,£-1.89m,Andoni Iraola,https://www.transfermarkt.co.uk/rayo-vallecano/startseite/verein/367
1531,fc-elche,Fc Elche,ES1,42.39,25,29.9,10,40.0,2,Manuel Martínez Valero,33732,£-6.48m,Francisco Rodríguez,https://www.transfermarkt.co.uk/fc-elche/startseite/verein/1531
16795,fc-granada,Fc Granada,ES1,76.32,24,29.0,11,45.8,4,Nuevo Los Cármenes,19336,£-1.35m,Robert Moreno,https://www.transfermarkt.co.uk/fc-granada/startseite/verein/16795
331,ca-osasuna,Ca Osasuna,ES1,84.42,27,28.0,4,14.8,1,El Sadar,23576,£-7.83m,Jagoba Arrasate,https://www.transfermarkt.co.uk/ca-osasuna/startseite/verein/331
3368,ud-levante,Ud Levante,ES1,89.19,27,28.2,7,25.9,3,Ciutat de València,25354,£-1.13m,Alessio Lisci,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
2687,fc-cadiz,Fc Cadiz,ES1,44.6,28,27.9,11,39.3,7,Nuevo Mirandilla,21094,£-5.94m,Álvaro Cervera,https://www.transfermarkt.co.uk/fc-cadiz/startseite/verein/2687
940,celta-vigo,Celta Vigo,ES1,127.17,22,27.9,9,40.9,6,Balaídos,29000,£-6.12m,Eduardo Coudet,https://www.transfermarkt.co.uk/celta-vigo/startseite/verein/940
3709,fc-getafe,Fc Getafe,ES1,141.3,25,27.4,13,52.0,8,Coliseum Alfonso Pérez,16800,+£4.95m,Quique Sánchez Flores,https://www.transfermarkt.co.uk/fc-getafe/startseite/verein/3709
621,athletic-bilbao,Athletic Bilbao,ES1,182.07,26,26.6,0,,2,San Mamés,53289,+-0,Marcelino,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621
714,espanyol-barcelona,Espanyol Barcelona,ES1,92.25,25,27.8,5,20.0,6,RCDE Stadium,40500,£-4.95m,Vicente Moreno,https://www.transfermarkt.co.uk/espanyol-barcelona/startseite/verein/714
1049,fc-valencia,Fc Valencia,ES1,232.02,27,25.8,17,63.0,13,Mestalla,48600,£-10.08m,Pepe Bordalás,https://www.transfermarkt.co.uk/fc-valencia/startseite/verein/1049
180,fc-southampton,Fc Southampton,GB1,229.91,27,26.7,15,55.6,8,St Mary's Stadium,32384,+£15.54m,Ralph Hasenhüttl,https://www.transfermarkt.co.uk/fc-southampton/startseite/verein/180
985,manchester-united,Manchester United,GB1,827.6,33,26.9,20,60.6,21,Old Trafford,74879,£-98.91m,Ralf Rangnick,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
1050,fc-villarreal,Fc Villarreal,ES1,300.51,25,28.5,10,40.0,12,La Cerámica,23500,£-41.63m,Unai Emery,https://www.transfermarkt.co.uk/fc-villarreal/startseite/verein/1050
681,real-sociedad-san-sebastian,Real Sociedad San Sebastian,ES1,348.3,27,26.0,5,18.5,7,Reale Arena,39500,£-2.25m,Imanol Alguacil,https://www.transfermarkt.co.uk/real-sociedad-san-sebastian/startseite/verein/681
237,rcd-mallorca,Rcd Mallorca,ES1,63.09,27,27.4,11,40.7,7,Son Moix,20500,£-450Th.,Luis García,https://www.transfermarkt.co.uk/rcd-mallorca/startseite/verein/237
150,real-betis-sevilla,Real Betis Sevilla,ES1,198.63,28,28.8,11,39.3,9,Benito Villamarín,59378,+£9.45m,Manuel Pellegrini,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
131,fc-barcelona,Fc Barcelona,ES1,593.1,30,25.5,16,53.3,20,Camp Nou,99354,+£40.50m,Xavi,https://www.transfermarkt.co.uk/fc-barcelona/startseite/verein/131
13,atletico-madrid,Atletico Madrid,ES1,671.31,22,28.3,19,86.4,19,Wanda Metropolitano,68456,£-47.03m,Diego Simeone,https://www.transfermarkt.co.uk/atletico-madrid/startseite/verein/13
418,real-madrid,Real Madrid,ES1,671.4,26,27.7,18,69.2,14,Santiago Bernabéu,81044,+£42.30m,Carlo Ancelotti,https://www.transfermarkt.co.uk/real-madrid/startseite/verein/418
468,sparta-rotterdam,Sparta Rotterdam,NL1,11.12,22,26.8,8,36.4,4,"Sparta-stadion ""Het Kasteel""",11026,+£5.56m,Henk Fraser,https://www.transfermarkt.co.uk/sparta-rotterdam/startseite/verein/468
1003,leicester-city,Leicester City,GB1,493.29,28,27.2,18,64.3,12,King Power Stadium,32273,£-57.24m,Brendan Rodgers,https://www.transfermarkt.co.uk/leicester-city/startseite/verein/1003
133,sc-cambuur-leeuwarden,Sc Cambuur Leeuwarden,NL1,8.84,24,25.0,7,29.2,5,Cambuurstadion,10250,+-0,Henk de Jong,https://www.transfermarkt.co.uk/sc-cambuur-leeuwarden/startseite/verein/133
403,willem-ii-tilburg,Willem Ii Tilburg,NL1,13.66,26,24.7,16,61.5,1,Koning Willem II Stadion,14700,+£4.73m,Fred Grim,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
1108,deportivo-alaves,Deportivo Alaves,ES1,54.9,25,26.9,7,28.0,3,Mendizorrotza,19840,+£2.12m,Javier Calleja,https://www.transfermarkt.co.uk/deportivo-alaves/startseite/verein/1108
1304,heracles-almelo,Heracles Almelo,NL1,15.14,30,23.7,20,66.7,2,Erve Asito,12400,£-225Th.,Frank Wormuth,https://www.transfermarkt.co.uk/heracles-almelo/startseite/verein/1304
317,fc-twente-enschede,Fc Twente Enschede,NL1,21.42,29,24.1,10,34.5,4,De Grolsch Veste,30205,+£3.78m,Ron Jans,https://www.transfermarkt.co.uk/fc-twente-enschede/startseite/verein/317
306,sc-heerenveen,Sc Heerenveen,NL1,26.71,28,23.9,10,35.7,1,Abe Lenstra Stadion,27224,+£1.26m,Johnny Jansen,https://www.transfermarkt.co.uk/sc-heerenveen/startseite/verein/306
200,fc-utrecht,Fc Utrecht,NL1,31.41,28,25.3,9,32.1,1,"Stadion ""Galgenwaard""",23750,+£4.32m,René Hake,https://www.transfermarkt.co.uk/fc-utrecht/startseite/verein/200
467,nec-nijmegen,Nec Nijmegen,NL1,11.48,26,24.7,12,46.2,3,Goffertstadion,12500,+-0,Rogier Meijer,https://www.transfermarkt.co.uk/nec-nijmegen/startseite/verein/467
499,vitesse-arnheim,Vitesse Arnheim,NL1,33.73,27,23.8,17,63.0,5,GelreDome,21248,£-1.64m,Thomas Letsch,https://www.transfermarkt.co.uk/vitesse-arnheim/startseite/verein/499
124,glasgow-rangers,Glasgow Rangers,SC1,94.5,29,27.8,22,75.9,14,Ibrox Stadium,50987,£-1.28m,Giovanni van Bronckhorst,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124
234,feyenoord-rotterdam,Feyenoord Rotterdam,NL1,100.49,27,23.9,14,51.9,10,"Stadion Feyenoord ""De Kuip""",47500,+£2.93m,Arne Slot,https://www.transfermarkt.co.uk/feyenoord-rotterdam/startseite/verein/234
202,fc-groningen,Fc Groningen,NL1,18.02,26,23.5,12,46.2,3,Euroborg,22550,+£5.78m,Danny Buijs,https://www.transfermarkt.co.uk/fc-groningen/startseite/verein/202
441,apollon-smyrnis,Apollon Smyrnis,GR1,6.44,26,28.8,15,57.7,1,"Gipedo Rizoupolis ""Georgios Kamaras""",14200,+-0,Gianluca Festa,https://www.transfermarkt.co.uk/apollon-smyrnis/startseite/verein/441
235,rkc-waalwijk,Rkc Waalwijk,NL1,9.27,28,25.5,16,57.1,4,Mandemakers Stadion,7508,+£180Th.,Joseph Oosting,https://www.transfermarkt.co.uk/rkc-waalwijk/startseite/verein/235
2671,pas-giannina,Pas Giannina,GR1,7.29,27,26.1,11,40.7,3,Stadio Zosimades,7652,£-45Th.,Iraklis Metaxas,https://www.transfermarkt.co.uk/pas-giannina/startseite/verein/2671
368,fc-sevilla,Fc Sevilla,ES1,374.31,26,28.4,19,73.1,12,Ramón Sánchez Pizjuan,43883,£-9.00m,Julen Lopetegui,https://www.transfermarkt.co.uk/fc-sevilla/startseite/verein/368
6676,asteras-tripolis,Asteras Tripolis,GR1,7.88,37,24.1,21,56.8,0,Gipedo Theodoros Kolokotronis,7423,+£990Th.,Milan Rastavac,https://www.transfermarkt.co.uk/asteras-tripolis/startseite/verein/6676
3999,pas-lamia-1964,Pas Lamia 1964,GR1,7.25,29,27.6,9,31.0,2,"Stadio Lamia ""Athanasios Diakos""",5500,+-0,Michalis Grigoriou,https://www.transfermarkt.co.uk/pas-lamia-1964/startseite/verein/3999
60949,volos-nps,Volos Nps,GR1,8.06,26,26.5,19,73.1,1,Panthessaliko Stadio,22700,+£1.35m,Konstantinos Bratsos,https://www.transfermarkt.co.uk/volos-nps/startseite/verein/60949
3060,atromitos-athen,Atromitos Athen,GR1,10.67,29,26.4,10,34.5,2,Stadio Peristeriou,9050,+-0,Panagiotis Goutsidis,https://www.transfermarkt.co.uk/atromitos-athen/startseite/verein/3060
653,ofi-kreta,Ofi Kreta,GR1,11.88,31,27.1,14,45.2,3,Gipedo Theodoros Vardinogiannis,9088,+£585Th.,Nikolaos Nioplias,https://www.transfermarkt.co.uk/ofi-kreta/startseite/verein/653
553,ionikos-nikeas,Ionikos Nikeas,GR1,7.83,31,27.8,15,48.4,2,Dimotiko Gipedo Neapolis,5500,+-0,Dimitrios Spanos,https://www.transfermarkt.co.uk/ionikos-nikeas/startseite/verein/553
265,panathinaikos-athen,Panathinaikos Athen,GR1,28.76,30,27.3,18,60.0,3,Apostolos Nikolaidis,15000,+£180Th.,Ivan Jovanovic,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
385,fortuna-sittard,Fortuna Sittard,NL1,12.87,28,24.4,15,53.6,1,Fortuna Sittard Stadion,12500,+-0,Sjors Ultee,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
1091,paok-thessaloniki,Paok Thessaloniki,GR1,52.02,30,27.5,22,73.3,8,Toumba Stadium,28703,+£16.65m,Razvan Lucescu,https://www.transfermarkt.co.uk/paok-thessaloniki/startseite/verein/1091
1090,az-alkmaar,Az Alkmaar,NL1,59.24,25,24.0,10,40.0,9,AFAS Stadion,17023,+£37.85m,Pascal Jansen,https://www.transfermarkt.co.uk/az-alkmaar/startseite/verein/1090
683,olympiakos-piraus,Olympiakos Piraus,GR1,102.24,32,26.6,21,65.6,16,Stadio Georgios Karaiskakis,32115,+£161Th.,Pedro Martins,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683
383,psv-eindhoven,Psv Eindhoven,NL1,138.69,27,25.2,21,77.8,9,Philips Stadion,35000,+£39.03m,Roger Schmidt,https://www.transfermarkt.co.uk/psv-eindhoven/startseite/verein/383
1269,pec-zwolle,Pec Zwolle,NL1,13.97,30,23.8,11,36.7,5,MAC³PARK stadion,14000,+-0,Dick Schreuder,https://www.transfermarkt.co.uk/pec-zwolle/startseite/verein/1269
3948,royale-union-saint-gilloise,Royale Union Saint Gilloise,BE1,18.63,24,25.3,17,70.8,5,Stade Joseph Mariën,8000,+-0,Felice Mazzu,https://www.transfermarkt.co.uk/royale-union-saint-gilloise/startseite/verein/3948
354,kv-mechelen,Kv Mechelen,BE1,19.67,28,25.9,10,35.7,3,AFAS Stadion,16672,+£6.66m,Wouter Vrancken,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
601,kv-kortrijk,Kv Kortrijk,BE1,21.15,28,25.4,21,75.0,5,Guldensporenstadion,9399,£-450Th.,Karim Belhocine,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
2441,aek-athen,Aek Athen,GR1,38.03,28,27.8,19,67.9,13,Olympiako Stadio Athinon,69618,£-1.99m,Argirios Giannikis,https://www.transfermarkt.co.uk/aek-athen/startseite/verein/2441
2861,kv-oostende,Kv Oostende,BE1,20.43,22,23.9,14,63.6,2,Diaz Arena,8432,+£5.22m,Alexander Blessin,https://www.transfermarkt.co.uk/kv-oostende/startseite/verein/2861
2727,oud-heverlee-leuven,Oud Heverlee Leuven,BE1,26.19,31,25.4,17,54.8,10,King Power at Den Dreef Stadion,10020,+£3.06m,Marc Brys,https://www.transfermarkt.co.uk/oud-heverlee-leuven/startseite/verein/2727
475,vv-st-truiden,Vv St Truiden,BE1,17.62,29,25.5,18,62.1,4,Stayen,14600,+£2.52m,Bernd Hollerbach,https://www.transfermarkt.co.uk/vv-st-truiden/startseite/verein/475
157,kaa-gent,Kaa Gent,BE1,43.94,32,26.6,18,56.3,10,Ghelamco Arena,19999,+£18.81m,Hein Vanhaezebrouck,https://www.transfermarkt.co.uk/kaa-gent/startseite/verein/157
520,cercle-brugge,Cercle Brugge,BE1,19.55,29,24.0,17,58.6,5,Jan-Breydel-Stadion,29062,£-900Th.,Dominik Thalhammer,https://www.transfermarkt.co.uk/cercle-brugge/startseite/verein/520
3057,standard-luttich,Standard Luttich,BE1,60.05,33,23.7,20,60.6,12,Maurice Dufrasne Stadion,27670,+£21.60m,Luka Elsner,https://www.transfermarkt.co.uk/standard-luttich/startseite/verein/3057
58,rsc-anderlecht,Rsc Anderlecht,BE1,80.55,31,23.4,15,48.4,7,Lotto Park,21500,+£7.61m,Vincent Kompany,https://www.transfermarkt.co.uk/rsc-anderlecht/startseite/verein/58
1184,krc-genk,Krc Genk,BE1,120.87,25,23.3,17,68.0,11,Luminus Arena,24956,£-2.07m,Bernd Storck,https://www.transfermarkt.co.uk/krc-genk/startseite/verein/1184
2282,fc-brugge,Fc Brugge,BE1,150.08,30,24.3,18,60.0,9,Jan-Breydel-Stadion,29062,£-16.80m,Philippe Clement,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
3508,sv-zulte-waregem,Sv Zulte Waregem,BE1,21.44,29,25.1,15,51.7,0,Regenboogstadion,12250,+£270Th.,Timmy Simons,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
49702,fk-nizhny-novgorod,Fk Nizhny Novgorod,RU1,14.15,24,27.2,7,29.2,3,Nizhny Novgorod Stadium,43319,£-357Th.,Aleksandr Kerzhakov,https://www.transfermarkt.co.uk/fk-nizhny-novgorod/startseite/verein/49702
28095,fk-ufa,Fk Ufa,RU1,15.89,24,27.2,7,29.2,4,BetBoom Arena,15132,+£335Th.,Aleksey Stukalov,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
3719,fk-khimki,Fk Khimki,RU1,20.68,23,25.7,6,26.1,1,Arena Khimki,18636,£-583Th.,Igor Cherevchenko,https://www.transfermarkt.co.uk/fk-khimki/startseite/verein/3719
2696,krylya-sovetov-samara,Krylya Sovetov Samara,RU1,22.82,26,25.0,5,19.2,2,Solidarnost Samara Arena,44918,£-1.30m,Igor Osinjkin,https://www.transfermarkt.co.uk/krylya-sovetov-samara/startseite/verein/2696
6418,panetolikos-gfs,Panetolikos Gfs,GR1,6.98,28,26.2,13,46.4,3,Gipedo Panetolikou,5230,+£540Th.,Giannis Anastasiou,https://www.transfermarkt.co.uk/panetolikos-gfs/startseite/verein/6418
3729,arsenal-tula,Arsenal Tula,RU1,24.3,29,28.3,8,27.6,5,Arsenal,19241,+£2.57m,Miodrag Bozovic,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
605,aris-thessaloniki,Aris Thessaloniki,GR1,21.49,31,28.6,23,74.2,6,"Gipedo ""Kleanthis Vikelidis""",22800,£-2.50m,Apostolos Mantzios,https://www.transfermarkt.co.uk/aris-thessaloniki/startseite/verein/605
3725,akhmat-grozny,Akhmat Grozny,RU1,23.63,28,26.9,9,32.1,5,Akhmat-Arena,30200,+£3.57m,Andrey Talalaev,https://www.transfermarkt.co.uk/akhmat-grozny/startseite/verein/3725
1083,fk-rostov,Fk Rostov,RU1,34.43,26,25.1,7,26.9,6,Rostov Arena,45145,+£1.50m,Vitaliy Kafanov,https://www.transfermarkt.co.uk/fk-rostov/startseite/verein/1083
11127,ural-ekaterinburg,Ural Ekaterinburg,RU1,17.26,26,26.7,7,26.9,3,Ekaterinburg Arena,27000,+£99Th.,Igor Shalimov,https://www.transfermarkt.co.uk/ural-ekaterinburg/startseite/verein/11127
121,dinamo-moskau,Dinamo Moskau,RU1,74.16,26,25.3,8,30.8,10,VTB-Arena,25716,£-4.88m,Sandro Schwarz,https://www.transfermarkt.co.uk/dinamo-moskau/startseite/verein/121
2410,zska-moskau,Zska Moskau,RU1,79.25,23,26.1,8,34.8,8,VEB Arena,30457,+£38.37m,Aleksey Berezutski,https://www.transfermarkt.co.uk/zska-moskau/startseite/verein/2410
16704,fk-krasnodar,Fk Krasnodar,RU1,102.06,24,27.9,11,45.8,6,Stadion Krasnodar,35179,£-19.97m,Viktor Goncharenko,https://www.transfermarkt.co.uk/fk-krasnodar/startseite/verein/16704
964,zenit-st-petersburg,Zenit St Petersburg,RU1,156.42,22,27.3,8,36.4,12,Gazprom Arena,68134,£-9.80m,Sergey Semak,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964
41274,beerschot-v-a-,Beerschot V A ,BE1,22.43,27,25.4,17,63.0,4,Olympisch Stadion,12771,£-2.01m,Javier Torrente,https://www.transfermarkt.co.uk/beerschot-v-a-/startseite/verein/41274
1158,fc-lorient,Fc Lorient,FR1,49.91,29,25.8,9,31.0,5,Stade du Moustoir,19010,+£3.60m,Christophe Pélissier,https://www.transfermarkt.co.uk/fc-lorient/startseite/verein/1158
1095,es-troyes-ac,Es Troyes Ac,FR1,51.93,35,26.5,19,54.3,7,Stade de l'Aube,21877,£-16.29m,Laurent Batlles,https://www.transfermarkt.co.uk/es-troyes-ac/startseite/verein/1095
932,lokomotiv-moskau,Lokomotiv Moskau,RU1,87.37,29,25.0,11,37.9,7,RŽD-Arena,27320,£-26.11m,Markus Gisdol,https://www.transfermarkt.co.uk/lokomotiv-moskau/startseite/verein/932
1420,sco-angers,Sco Angers,FR1,67.64,28,26.2,12,42.9,5,Stade Raymond Kopa,16381,+£9.99m,Gérald Baticle,https://www.transfermarkt.co.uk/sco-angers/startseite/verein/1420
1096,royal-antwerpen-fc,Royal Antwerpen Fc,BE1,55.96,32,25.7,16,50.0,4,De Bosuil,16144,£-20.87m,Brian Priske,https://www.transfermarkt.co.uk/royal-antwerpen-fc/startseite/verein/1096
995,fc-nantes,Fc Nantes,FR1,82.58,29,26.4,14,48.3,7,Stade de la Beaujoire,37463,+£7.29m,Antoine Kombouaré,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
347,fc-metz,Fc Metz,FR1,83.07,30,25.3,19,63.3,8,Stade Saint-Symphorien,26700,+£19.35m,Frédéric Antonetti,https://www.transfermarkt.co.uk/fc-metz/startseite/verein/347
41231,fk-sochi,Fk Sochi,RU1,29.43,23,28.8,8,34.8,2,Fisht Olympic Stadium,43700,£-4.53m,Vladimir Fedotov,https://www.transfermarkt.co.uk/fk-sochi/startseite/verein/41231
618,as-saint-etienne,As Saint Etienne,FR1,83.88,28,24.2,12,42.9,9,Stade Geoffroy-Guichard,42000,£-270Th.,Pascal Dupraz,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
232,spartak-moskau,Spartak Moskau,RU1,112.86,25,26.3,8,32.0,8,Otkrytie Bank Arena,45360,£-3.62m,Paolo Vanoli,https://www.transfermarkt.co.uk/spartak-moskau/startseite/verein/232
969,montpellier-hsc,Montpellier Hsc,FR1,88.43,25,25.1,10,40.0,5,Stade de la Mosson,32939,+£22.32m,Olivier Dall'Oglio,https://www.transfermarkt.co.uk/montpellier-hsc/startseite/verein/969
826,rc-lens,Rc Lens,FR1,99.0,26,25.3,14,53.8,7,Stade Bollaert-Delelis,38223,£-2.34m,Franck Haise,https://www.transfermarkt.co.uk/rc-lens/startseite/verein/826
1421,stade-reims,Stade Reims,FR1,88.25,29,24.3,20,69.0,11,Stade Auguste-Delaune,21684,+£5.40m,Óscar García,https://www.transfermarkt.co.uk/stade-reims/startseite/verein/1421
172,rsc-charleroi,Rsc Charleroi,BE1,26.33,28,23.7,15,53.6,9,Stade du Pays de Charleroi,15000,£-180Th.,Edward Still,https://www.transfermarkt.co.uk/rsc-charleroi/startseite/verein/172
244,olympique-marseille,Olympique Marseille,FR1,219.02,27,24.1,15,55.6,9,Orange Vélodrome,67394,£-42.41m,Jorge Sampaoli,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
1082,losc-lille,Losc Lille,FR1,255.69,26,25.6,20,76.9,10,Stade Pierre-Mauroy,50186,+£35.74m,Jocelyn Gourvennec,https://www.transfermarkt.co.uk/losc-lille/startseite/verein/1082
